CAGE_CODE,INITIAL_REGISTRATION_DATE,PHYSICAL_ADDRESS_ZIP_POSTAL_CODE,ENTITY_CONGRESSIONAL_DISTRICT,BUSINESS_START_DATE,FISCAL_YEAR_END_CLOSE_DATE,ENTITY_STRUCTURE,STATE_OF_INCORPORATION,BUSINESS_TYPE_STRING,NAICS_CODE_STRING,PSC_CODE_STRING,CREDIT_CARD_USAGE,SBA_BUSINESS_TYPES_STRING
5H9C0,20090527,89134,04,20090520,1231,2L,NV,23~2X~8E~8W~A2~A5~HQ~LJ~PI~QF,236210Y~236220Y~237110Y~237130Y~237310Y~237990E~238210Y~238910Y~541310Y~541330E~541340Y~541370Y~541420Y~541618Y~541620Y~541690Y~541990Y~562910E,AD24~AD66~AH34~AP24~C212~F103~R413~R425,Y,A620220509
5H8U0,20090528,63557,06,20090522,1231,2L,MO,23~27~2X~8E~8W~A2~HQ~LJ~NB~OW,111421N~111940N~112111N~113310Y~115112Y~212311Y~221310Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238160Y~238990E~423320Y~423390Y~423710Y~423720Y~424930Y~541320Y~561730Y,,Y,A620241007~XX        
5LJK6,20090721,70058,02,20061109,1231,2L,LA,23~27~2X~HQ~LJ~PI~XS,236220Y~237110Y~237120Y~237130Y~237210N~237310Y~237990E,,N,XX        
5VBL1,20100122,18101,07,20021029,1231,2L,DE,2X~HQ~QZ,236220Y~238210Y~511210Y~517410Y~518210Y~541330E~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541614Y~541618Y~541690Y~541715E~541990Y~561110Y~561210Y~561320Y~561421Y~561422Y~561499Y~611420Y~611430Y~611710Y~811212Y,AD31~AD34~AD35~AD36~AD37~AR41~AR42~AR43~AR44~AR45~AR46~D300~D301~D302~D303~D304~D305~D306~D307~D308~D309~D310~D311~D312~D313~D314~D315~D316~D317~D318~D319~D321~D322~D324~D325~D399~H100~H156~H160~H170~H199~R405~R406~R408~R412~R413~R415~R418~R422~R423~R425~R426~R428~R429~R430~R431~R497~R499~Z1HB~Z1JZ,Y,A620270415~XX        
5THY7,20100713,35801,05,20091009,1010,2J,AL,23~27~2X~LJ~OY,236220Y~336419Y~484122Y~484220Y~484230Y~493110Y~493190Y~541410Y~541611Y~541614Y~561110Y~561210Y~561410Y~561612Y,,Y,A620250905
5NYL0,20090904,20910,08,20090528,1231,2L,MD,27~2X~QZ~XS,518210Y~541211Y~541219Y~541330E~541380Y~541420Y~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~561210Y~611420Y~611430Y,,Y,A620270306
5NNR7,20090827,43081,12,20090504,1231,2J,OH,23~27~2X~A5~OW~PI~QF~XS,334118Y~334290Y~511210Y~518210Y~519190Y~541330E~541490Y~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~541715E~541990Y~561611Y~561621Y~561990Y~611420Y~611430Y~611519E,AC94~AC95~AC96~AD27~AJ21~AJ22~AJ26~U012,Y,A620240619
6D4Z2,20110418,48216,14,20090519,1231,2L,MI,23~2X~A5~LJ~OY~QF,236210Y~236220Y~237110Y~237310Y~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~541310Y~541320Y,,N,A620230117
5HP76,20090603,71655,04,20081201,1231,2L,AR,2X~XS,541320Y~541360Y~541370Y~541620Y~541690Y~541921Y~541922Y~541990Y,,N,XX        
5TJS8,20091201,30084,04,19990907,1231,2L,GA,23~2X~8E~8W~A2~HQ~OY~XS,221320Y~236210Y~236220Y~237110Y~237310Y~238110Y~488991Y~488999Y~493110Y~518210Y~519190Y~541211Y~541214Y~541219Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541620Y~541690Y~541990Y~561110Y~561210Y~561421Y~561920Y~562211Y~562910E~611420Y~611430Y~921190 ,AD66~C1AA~C1BF~C213~C214~C215~D301~D302~D303~D311~D312~R408~R410~R429~R703~R706~U012~Y1AA~Y1EZ,Y,A620200222
5HPC3,20090608,20004,98,20071031,1231,ZZ,VA,23~27~2X~A5~LJ~OY~QF,541211Y~541219Y~541511Y~541512Y~541519E~541611Y~541612Y~541618Y~541990Y,B544~B547~B550,Y,A620240701
5NJ73,20090825,23320,03,20090505,1231,2L,VA,23~27~2X~A5~HQ~PI~QF~XS,236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237990E~238110N~238120N~238130N~238140N~238150N~238190N~238210N~238220N~238290N~238310N~238320N~238330N~238340N~238350N~238390N~238910N~238990E,Z2AA~Z2EZ~Z2FA~Z2FC~Z2FD~Z2FZ~Z2GZ,Y,A620200516
5KLC5,20090703,80010,06,20070129,1231,2K,CO,23~27~2X~HQ~LJ~OY,221310Y~221320Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110Y~238160Y~238190Y~238220Y~238310Y~238320Y~238350Y~238390Y~238910Y~238990E~561720Y~561730N,AD66,Y,A620191231
5J8S3,20090611,36303,02,20090602,1231,2L,AL,23~27~2X~A5~PI~QF,236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238190Y~238210Y~238220Y~441310Y~453210Y~488999Y~492110Y~493110Y~532284Y~561210Y~561520Y~561740Y~562111Y~562991Y~562998Y~624230Y~722310Y,,Y,XX        
5J4K1,20090610,27713,01,20020202,1231,2L,TX,23~27~2X~8E~8W~A2~HQ~PI,236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110N~238120N~238140N~238160N~238210N~238220N~238320N~238330N~238910N~324121Y~561730N,5640~7220~J080~N080,Y,XX        
5KGU8,20090626,78207,35,20090515,0930,2L,TX,23~27~2X~MF~PI,236115Y~236118Y~236210Y~236220Y~237110Y~237130Y~237310Y~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E,,Y,A620200815~XX20200815
5HQV0,20090604,19711,00,20090601,1231,2L,DE,2X~XS,221330Y~236210Y~236220Y~238220Y~238290Y~321113Y~321211Y~321212Y~321214Y~321912Y~321920Y~322299Y~325411Y~325414Y~325520Y~325611Y~325612Y~325620Y~325998Y~326112Y~326121Y~326199Y~326220Y~326291Y~327215Y~331210Y~332111Y~332112Y~332321Y~332322Y~332410Y~332439Y~332510Y~332618Y~332710Y~332721Y~332722Y~332911Y~332912Y~332913Y~332919Y~332991Y~332996Y~332999Y~333111Y~333112Y~333414Y~333415Y~333515Y~333612Y~333613Y~333618Y~333912Y~333924Y~333991Y~333992Y~333995Y~333999Y~334111Y~334112Y~334220Y~334310Y~334417Y~334418Y~334419Y~334511Y~334512Y~334513Y~334514Y~334519Y~334613Y~335110Y~335121Y~335122Y~335129Y~335311Y~335312Y~335313Y~335314Y~335911Y~335912Y~335921Y~335929Y~335931Y~335932Y~335991Y~335999Y~336111Y~336120Y~336211Y~336330Y~336340Y~336350Y~336360Y~336370Y~336390Y~336411Y~336412Y~336413Y~336611Y~336992Y~336999Y~339113Y~339114Y~339991Y~339999Y~423110Y~423120Y~423130Y~423140Y~423310Y~423390Y~423410Y~423420Y~423430Y~423440Y~423450Y~423490Y~423510Y~423610Y~423620Y~423690Y~423710Y~423720Y~423730Y~423740Y~423810Y~423820Y~423830Y~423840Y~423850Y~423990Y~424120Y~424130Y~424210Y~424320Y~424330Y~424340Y~424690Y~424950Y~424990Y~425120Y~441310Y~441320Y~444130Y~444190Y~444210Y~488510E~488991Y~493110Y~493120Y~493130Y~493190Y~531120E~532412Y~532490Y~541330E~541512Y~541513Y~541519E~541611Y~541614Y~541620Y~541690Y~541921Y~541990Y~561110Y~561210Y~561499Y~561621Y~561730Y~561910Y~561990Y~611430Y~811111Y~811112Y~811113Y~811118Y~811121Y~811191Y~811198Y~811310Y,1095~1220~1420~1430~1560~1615~1670~1680~1740~2010~2030~2920~2930~3010~3210~3230~3411~3415~3416~3417~3418~3419~3439~3441~3450~3456~3460~3461~3710~3750~3895~3920~3930~3940~3950~3990~4010~4030~4130~4140~4210~4235~4240~4310~4320~4330~4440~4510~4520~4620~4710~4720~4730~4820~4910~4930~4940~5110~5120~5133~5136~5140~5180~5210~5220~5280~5305~5306~5307~5315~5320~5330~5340~5342~5350~5355~5360~5365~5440~5510~5520~5530~5680~5920~5925~5930~5935~5940~5945~5950~5963~5965~5970~5995~5999~6105~6110~6115~6120~6130~6140~6150~6230~6250~6350~6515~6625~6630~6640~6670~6680~6685~6810~6840~6850~6920~7690~7930~8010~8020~8030~8040~8115~8130~8135~8140~8145~8315~9330~K041~M1GZ~N041~N043~R706~W039,Y,XX        
5XMJ1,20100709,32826,07,20061001,1230,ZZ,FL,27~2X~8U~G9~LJ,488190Y~517311Y~517312Y~517919Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541620Y~541690Y~541714Y~541715E~541990Y~561110N~561210Y~561990Y~611430Y~621999Y~811118N,D399~J039~R425~R426~U009,Y,A620221219
5RAY0,20091012,81303,03,20090501,1231,2L,CO,2X,334516Y~541330E~541380Y~541512Y~541690Y~811219Y,AC22~AC24~AC26~AD91~AD92~AD93~AD94~AD95~AD97~AR11~AR12~AR13~AR14~AR15~AR17~AR22~AR23~AR24~AR25~AR32~AR33~AR34~AR35~AR42~AR43~AR44~AR45~AR63~AR64~AR65~AR72~AR73~AR74~AR75~AR91~AR92~AR93~AR94~AR95,N,XX        
5J8U6,20090619,80120,06,19750101,1231,2L,CO,23~27~2X~HQ~PI~XS,541310Y~541340Y~541410Y~541430Y~926150 ,C211~C212~C213~C214,N,A620200307
6RSB1,20120608,20176,10,20090216,1231,2L,VA,2X,541511Y~541512Y~541519E~541611Y,D300~D308~D310,Y,XX        
5JBY7,20090609,22314,08,20030116,1231,2L,VA,23~27~2X~8E~8W~A2~FR~LJ,541219Y~541330E~541511Y~541512Y~541519E~541611Y~541618Y~541690Y~541910Y~541990Y~561499Y~561990Y~611430Y,B547~R408~R499~R610~R703~R710,Y,A620191230
5LZD2,20090730,00751,98,20060309,1231,2L,PR,23~2X~PI,238210Y~541512Y~561421Y~561621Y~811213Y,N058~N060~N063,Y,XX        
5JE47,20090615,98058,09,20090107,1231,2L,WA,23~27~2X~A5~HQ~LJ~OY,236118Y~238390Y~238990E~561720Y~561740Y~561790Y,,Y,A620241123
4LHV6,20061117,96137,01,19920601,1231,2L,CA,2X~XS,115310E~212321Y~237110Y~237990E~238910Y~238990E,,Y,XX        
5JFF6,20090616,33647,14,20081011,1231,2L,FL,23~27~2X~HQ~QZ~XS,518210Y~519130Y~519190Y~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541690Y~541910Y~541990Y~561110Y~561210Y~561311Y~561320Y~561410Y~561492Y~561990Y~611420Y~611430Y~611710Y,,N,A620220712
5LVW5,20090731,95912,03,20090414,1231,2L,CA,27~2X~8E~8W~A2~HQ~XS,221310Y~237110Y~237130Y~237310Y~237990E~238910Y~423320Y~444190Y~444220Y~484110Y,,N,A620240414~XX        
3W141,20090616,60473,02,19590102,1231,2L,IL,27~2X~HQ~MF~OY,331221Y~332119Y~332312Y~332313Y~332322Y~332410Y~332420Y~332439Y~332613Y~332618Y~332710Y~332721Y~332811Y~332919Y~332996Y~332999Y~333131Y~333132Y~333249Y~333519Y~333618Y~333922Y~333993Y~333999Y~334513Y~334515Y~334516Y~334519Y~335314Y~339999Y~541330E,4110~4420~AC94~AD92~AD93~AD94~AG55~AG65~AG84,Y,A620210106
5JFJ4,20090616,00720,98,20061103,1231,2L,DE,05~23~27~2X~LJ~NB,313320Y~314910Y~314999Y~315210Y~315220Y~315280Y~315990Y~323113Y~325212Y~325510Y~326199Y~326291Y~326299Y~339920Y~339999Y~424320Y~424330Y~493110N~541614N,,N,A620220131
5JBN0,20090614,22102,11,20060307,1231,ZZ,VA,2X~8W~A2~LJ,334111Y~511210Y~518210Y~519130Y~541219Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541990Y~611420Y~611430Y,7010~7021~7022~7025~7030~7035~7045~7050~7435~7520~D301~D302~D303~D306~D307~D308~D310~D311~D312~D313~D314~D316~D317~D318~D319~D324~D399~J063~N063~R408~R410~R426~R499~R612~R704~R706~R707~R799~U001~U002~U004~U006~U008~U009~U012~U099~Z1BG,Y,XX        
5JGJ1,20090616,45629,06,20090616,0609,2J,OH,1D~23~27~2X~G9,113110Y~113210Y~113310Y~115112Y~115115Y~115116Y~115310E~213113Y~236220Y~237310Y~237990E~238210Y~238320Y~238990E~541620Y~541990Y~561210Y~561730Y~561790Y~562910E~712190Y~813312Y,,Y,XX        
5NYB3,20090901,20901,03,20090617,1231,2K,DC,23~27~2X~HQ~LJ~OY,236220Y~238220Y~541511Y~541512Y~541513Y~541519E~541611Y~541690Y~561320Y~561621Y~611430Y,,Y,A620230716
5RN96,20091019,22306,08,20090129,1231,2L,VA,27~2X~XS,423430Y~511210Y~541340Y~541511Y~541512Y~541513Y~541519E~541611Y~541690Y~611420Y~811212Y,AD21~AD23~AD24~R415~R425,Y,XX        
5Y8Y5,20100331,92040,50,20090609,1231,2L,CA,23~2X~HQ~PI~XS,236210Y~236220Y~238130Y~238350Y~238390Y~238990E~326191Y,,Y,A620221211
5JRM0,20090622,10002,07,20051103,1231,ZZ,NY,27~2X~FR~XS,541512Y~541519E~561311Y~561320Y,,N,XX        
5M0F9,20090730,22031,11,20081227,1231,2L,VA,23~27~2X~FR~XS,518210Y~519130Y~541199Y~541219Y~541330E~541430N~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541614Y~541618Y~541690Y~541930N~541990Y~561110N~561210Y~561311Y~561312Y~561320Y~561330Y~561410Y~561421Y~561431Y~561499Y~611430Y~611699Y~624310Y,AL11,Y,A620210103
5K9G7,20090701,93455,24,20090504,0930,2L,CA,23~27~2X~A5~HQ~PI~QF,236116Y~236210Y~236220Y~237130Y~238110Y~238130Y~238160Y~238170Y~238210Y~238220Y~238310Y~238320Y~238330Y~238350Y~238990E~811310Y,,Y,A620210629
5K6M3,20090824,78409,27,20090601,1231,ZZ,TX,23~27~2X~8E~8W~A2~HQ~LJ~MF~PI,236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238390Y~238910Y~238990E~327320Y~327331Y~327390Y~327999Y~339950Y~423320Y~493110Y~532412Y~561110N~561210Y~561720Y~561730N~561990Y~811111N~811310N,,Y,XX        
5PLC4,20090914,95945,01,20090501,1231,2K,CA,27~2X~8E~8W~A2,236210Y~236220Y~238110Y~238130Y~238170Y~238290Y~238350Y~238390Y~238910Y~541611Y~541618Y~562910E,B513~C100~C1FZ~C1GC~C1MG~F000~F018~F019~F021~F099~F113~H156~H356,N,XX        
5KNK7,20090710,88001,02,20090430,1231,2L,NM,23~27~2X~A5~PI~XS,236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~332323Y~339920Y~541330E~561210Y~562111Y~562119Y,,N,A620200309
5JY11,20090626,21076,02,20070706,1231,2K,MD,23~27~2X~HQ~LJ~QZ,541511Y~541512Y~541519E~541611Y~541613Y~541614Y~541618Y~541690Y~561110Y,B544~D302~D306~D307~D308~D324~R405~R406~R408~R415,N,A620220215
5T4V4,20091105,64130,05,20090618,1231,2J,MO,23~2X~8E~8W~A2~HQ~LJ~PI,236210Y~236220Y~237110Y~237130Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~541370Y,,N,A620260826
5KX87,20090709,00627,98,20080227,1231,2L,PR,23~27~2X~PI,236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~238110Y~238120Y~238140Y~238160Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~561710Y~561730Y,,N,A620250207
60CH8,20100513,20006,98,20070430,1210,2K,VA,23~27~2X~8E~8W~A2~LJ~OY,518210Y~519190Y~531390Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541690Y~541810Y~541820Y~541830Y~541910Y~541990Y~561110Y~561311Y~561990Y~611420Y~611430Y,,Y,XX        
62M69,20100714,64012,04,20090601,1231,2L,MO,23~27~2X~A5~OY,561720Y~561730Y~561740Y,,N,A620221211
5KAU5,20090626,96817,01,20090513,1231,ZZ,HI,23~27~2X~8E~8W~A2~FR~HQ~LJ,541330E~541611Y~541620Y~561110Y~562910E~611430Y,AD26~AF16~AG81~AH94~AH96,Y,A620201214~XX        
5KEQ5,20090629,20006,98,20070321,1231,2L,NY,23~27~2X~8E~8W~A2~OY~XS,541199Y~541219Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541690Y~541720Y~541820Y~541990Y~561110Y~561320Y~561990Y~611430Y~611699Y~611710Y~621111Y~621399Y~621511Y~621999Y~622110Y~811219Y,,Y,A620200222~XX        
5KL77,20090703,70113,02,20090709,1231,2L,LA,27~2X~LJ,541310Y~541330E~541410Y,,N,XX        
5T4D1,20091124,16950,10,20080811,1231,2L,PA,2X~A5~QF~XS,213112Y~237120Y,,N,XX        
8C2N3,20090904,88005,02,20090105,1231,2L,NM,23~2X~A5~NB~OW~QF~XS,212311Y~212313Y~212319Y~212321Y~213112Y~213113Y~213114Y~221210Y~221310Y~221320Y~236116Y~236117Y~236210Y~236220Y~237110Y~237120Y~237210Y~237310Y~237990E~238110Y~238120Y~238160Y~238910Y~238990E~484110Y~532120Y~532412Y~541370Y~541618Y~541990Y~562910E~811310Y,Y1AA~Y1AZ~Y1BD~Y1EZ~Y1FB~Y1LB~Y1LZ~Y1NE,Y,A620220509
5P7V2,20090904,88005,02,20090105,1231,2L,NM,23~2X~A5~NB~OW~QF~XS,212311Y~212313Y~212319Y~212321Y~213112Y~213113Y~213114Y~221210Y~221310Y~221320Y~236116Y~236117Y~236210Y~236220Y~237110Y~237120Y~237210Y~237310Y~237990E~238110Y~238120Y~238160Y~238910Y~238990E~484110Y~532120Y~532412Y~541370Y~541618Y~541990Y~562910E~811310Y,Y1AA~Y1AZ~Y1BD~Y1EZ~Y1FB~Y1LB~Y1LZ~Y1NE,Y,A620220509
5KFM0,20090706,23320,04,20090617,1231,ZZ,VA,23~27~2X~A5~HQ~LJ~PI~QF,336411Y~336412Y~336413Y~336611Y~488190Y~493110Y~541330E~541380N~541420N~541611N~541614N~541690N~541715E~541990N~561110N~561210Y~561320Y~561990N~611430N,AC14~AC16~AR11~AT26~L015~L017~R408~R425~R706~R799,Y,A620220425
5KX11,20090709,18951,01,20070601,1231,ZZ,PA,2X~LJ,541620Y~813312Y,B534,N,XX        
5KFC9,20090706,20105,10,20090129,1231,2L,VA,23~27~2X~PI~XS,561720Y,S201,Y,A620210305
6KC78,20111013,20853,06,20080717,1231,2L,MD,23~2X~PI~XS,236116Y~236118Y~236220Y~238130Y~238160Y~238170Y~238220Y~238320Y~238340Y~238350Y~238910Y~238990E~327120Y~561210Y~561790Y~562910E,3630~5620~7320~8010~C1QA~H156~H256~K056~N056~N072~S214~Y1AA~Y1AZ~Y1EZ~Y1FA~Y1FZ~Y1JZ~Z1AA~Z2AA~Z2JZ,Y,A620250530
5KKE3,20090707,20759,03,20090408,1231,2K,MD,23~27~2X~8E~8W~A2~LJ~OY,541219Y~541512Y~541611Y~541612Y~541618Y~541990Y~611430Y,AD26~AE21~B507~B513~B542~B550~U001,N,A620251012
5LGU9,20090722,39571,04,20090722,1231,2K,MS,23~27~2X~8E~8W~A2~LJ~OY,236115Y~236116Y~236118Y~236210Y~236220Y~238910Y~238990E,,N,XX        
5KKT6,20090710,29577,07,20090703,1231,2L,MD,2X~LJ,511210Y~541330E~541370Y~541511Y~541512Y~541513Y~541519E~541690Y~541715E~561110Y~561330Y,AD23~AD24~AD26~AJ23~AJ24~D303~D307~D399~L069~L070~R406~R410~R420~R431~R702~R707,N,XX        
5KTJ1,20090708,11232,07,20080102,1231,2K,NY,2X~LJ,315210Y~315220Y~315280Y,AD42~AD44,N,XX        
61DK5,20100610,90807,47,20090110,1231,2L,CA,23~27~2X~8E~8W~A2~HQ~OY~XS,115310E~237310Y~237990E~238910Y~541110Y~541330E~541618Y~541620Y~541690Y~541990Y~561311Y~561320Y~561730Y~562119Y~562910E,AH11~AH46,Y,A620241101
5YH09,20100404,71730,04,20090708,1231,2L,AR,23~27~2X~A5~HQ~LJ~OY~QF,236220Y~335121Y~335122Y~339112Y~339113Y~423210Y~423420Y~423450Y~423610Y~423690Y~423840Y~423850Y~424120Y~454110Y~454210Y~484210Y~492110Y~493110Y~541310Y~541330E~541614Y~541690Y~541990Y~561210Y~561710Y~561720Y~561730Y~561990Y,4010~4020~4030~4330~4460~5130~5133~5140~5305~5306~5310~6250~6508~6510~6515~6530~6532~6545~6840~7110~7125~7195~7210~7240~7320~7420~7430~7450~7510~7520~7530~7540~7920~8030~8040~8105~8110~8115~8145~8520~8530~8540~B528~B543~B554~H156~H162~H165~H166~H171~H172~H175~H180~H181~H185~H240~H249~H253~H262~H266~H271~H272~H274~H275~H280~H281~H285~H299~H340~H341~H353~H359~H362~H365~H371~H372~H374~H375~H380~H381~H385~H940~H941~H962~H965~H971~H972~H974~H975~H980~H981~H985~R405~R422~R428~R699~S208~S215~S216~S299~U001~U004~U006~U008~U009~U099~V999,Y,XX        
65XY5,20101013,11232,07,20080102,1231,2K,NY,2X~LJ~MF,315210Y~315220Y~315280Y,AD42~AD44,N,XX        
5KTW1,20090713,20850,08,20070327,1231,2J,MD,23~2X~HQ~LJ~OY,236210Y~236220Y~237130Y~237990E~238210Y~531110E~531120E~531210Y~531311Y~531312Y~531390Y~541310Y~541330E~541340Y~541350Y~541370Y~541410Y~541430Y~541490Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541614Y~541618Y~541690Y~541990Y~561110Y~561210Y~561320Y~561499Y~561612Y~561621Y~561720Y~561730Y~561790Y~611430Y~611519E~611699Y~611710Y~811212Y~811420Y~923110 ~923130 ~928110 ,,Y,A620210828
5L9Q2,20090715,80903,05,20080401,0930,2K,TX,2X~LJ,236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238190Y~238210Y~238220Y~238320Y~238350Y~238390Y~238910Y~238990E~332311Y~333415Y~337920Y~339920Y~561730Y~562910E~624221Y,,Y,XX        
5PFS0,20090911,75254,24,20090511,1231,2L,TX,23~27~2X~HQ~QZ,541511Y~541512Y~541611Y,,Y,A620201129
5SES8,20091104,61107,16,20090526,1231,2K,IL,23~27~2X~HQ~LJ~OY,221310Y~221320Y~221330Y~236210Y~236220Y~237110Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~339950Y~541310Y~541330E~541370Y~541430Y~541620Y~561720Y~561730Y~561740Y~561790Y~562111Y~562112Y~562119Y~562211Y~562212Y~562213Y~562219Y~562910E~562998Y,AJ44~AT94~C212~C214,N,A620220501
5L9G4,20090721,21117,02,20080703,1231,2L,MD,23~27~2X~LJ~OY,518210Y~524298Y~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~541713Y~541720Y~621111Y~621112Y~621420Y~624190Y,,N,A620240827
5L5D5,20090718,85283,09,20090331,1231,2J,AZ,23~27~2X~FR~HQ~LJ,221310Y~237110Y~541330E~541611Y~541620Y~541690Y~562211Y~562998Y~924110 ,,N,A620221213
5LHE8,20090723,30337,13,20090316,1231,2L,GA,27~2X~A5~OY~QF~XS,484210Y~531390Y~541211Y~541219Y~541430Y~541490Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541618Y~541690Y~541990Y~561110Y~561210Y~561320Y~561330Y~611420Y~611430Y~923130 ,R402~R420~R431~R497~R699~R703~R704~R799,Y,A620241012~XX        
5LH66,20090723,35805,05,20090709,1231,2L,AL,23~27~2X~LJ~PI,541219Y~541511Y~541512Y~541513Y~541519E~541611Y,7042~AD23~AD24~AD26,N,A620260217
5M2K9,20090728,31093,08,20090722,1231,2K,GA,23~27~2X~A5~LJ~OY~QF,236220Y~238160Y,,Y,A620191123
5LPY7,20090726,20037,98,20090714,1231,2L,VA,27~2X~XS,541611Y~541618Y~541690Y~541990Y~611430Y,,N,A620280303~XX        
5SG14,20091102,37211,05,20090622,1231,2L,TN,23~27~2X~A5~HQ~OY~QF~XS,316998Y~561611Y~561612Y~561621Y~611519E~611692Y,S206~S211~S216,Y,A620220319
5VLG1,20100129,63115,01,20090301,1231,2L,MO,23~27~2X~HQ~OY~XS,238220Y~423390Y,1210~1220~1230~1240~1250~1260~1270~1280~1285~1287~1290~3415~3438~3439~3441~3443~3449~3450~3455~3460~3461~3590~3895~3990~4110~4120~4130~4140~4150~4310~4320~4330~4510~4520~4530~4540~4710~4720~4730~4810~4820~5110~5120~5130~5133~5136~5140~5180~5210~5220~5280~5610~5680~7310~7320~7330~7340~7350~7360~9999~N045,N,XX        
5LZ52,20090730,20878,06,20081031,1231,2L,MD,23~27~2X~HQ~LJ~OY,423430Y~541511Y~541512Y~541513Y~541519E~611430Y,7030~AJ24~AJ25~H170~H270~H370~K070~L070,Y,A620250905
700D4,20090915,21090,02,20090723,1231,2J,MD,23~27~2X~A5~HQ~LJ~PI~QF,221310Y~221330Y~236210Y~236220Y~237110Y~237130Y~237990E~238110Y~238130Y~238160Y~238210Y~238220Y~238290Y~238910Y~238990E~332311Y~333413Y~333414Y~333415Y~333924Y~334112Y~335313Y~336611Y~337124Y~339999Y~423610Y~444190Y~488310Y~541330E~541350Y~541519E~541618Y~541690Y~541990Y~561210Y~713930Y~811310Y,,Y,A620250110
5PMZ6,20090915,21090,02,20090723,1231,2J,MD,23~27~2X~A5~HQ~LJ~PI~QF,221310Y~221330Y~236210Y~236220Y~237110Y~237130Y~237990E~238110Y~238130Y~238160Y~238210Y~238220Y~238290Y~238910Y~238990E~332311Y~333413Y~333414Y~333415Y~333924Y~334112Y~335313Y~336611Y~337124Y~339999Y~423610Y~444190Y~488310Y~541330E~541350Y~541519E~541618Y~541690Y~541990Y~561210Y~713930Y~811310Y,,Y,A620250110
5SJA5,20100108,75074,03,20090721,1231,2J,TX,23~2X~A5~HQ~LJ~OY~QF,334210Y~334220Y~334290Y~339112Y~484110Y~484121Y~484122Y~484210Y~484220Y~484230Y~488991Y~488999Y~493110Y~511210Y~517410Y~517911Y~517919Y~519190Y~541310Y~541330E~541360Y~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541614Y~541618Y~541690Y~541990Y~561110Y~561210Y~811211Y~811212Y~811213Y~811219Y,,N,A620210601
